"description","qid","item","wiki_name","name","label"
"species of flowering plant in the honeysuckle family Caprifoliaceae","Q157819","http://www.wikidata.org/entity/Q157819","Valerian (herb)","Valeriana officinalis","0"
"music festival","Q1179408","http://www.wikidata.org/entity/Q1179408","Valkhof Festival","Valkhof Festival","1"
"annual film festival held in Valladolid, Spain","Q2268939","http://www.wikidata.org/entity/Q2268939","Valladolid International Film Festival","Valladolid International Film Festival","2"
"literary genre","Q1425557","http://www.wikidata.org/entity/Q1425557","Vampire literature","vampire literature","0"
"animation studio","Q2777608","http://www.wikidata.org/entity/Q2777608","The Van Beuren Corporation","Van Beuren Studios","1"
"2009 film by Jonathan auf der Heide","Q24154","http://www.wikidata.org/entity/Q24154","Van Diemen's Land (film)","Van Diemen's Land","1"
"annual race in British Columbia, Canada","Q1029260","http://www.wikidata.org/entity/Q1029260","Vancouver Marathon","Vancouver Marathon","1"
"art gallery that charges artists/promoters for exhibit space","Q17111940","http://www.wikidata.org/entity/Q17111940","Vanity gallery","vanity gallery","0"
"record label created by a musical act to release its own music","Q2510436","http://www.wikidata.org/entity/Q2510436","Vanity label","vanity label","0"
"any material used to resist diffusion of moisture through walls, floors, ceilings, or roofs","Q276854","http://www.wikidata.org/entity/Q276854","Vapor barrier","vapor barrier","0"
"Swedish outdoor sport","Q3427910","http://www.wikidata.org/entity/Q3427910","Varpa","Varpa","1"
"university sports team","Q1433767","http://www.wikidata.org/entity/Q1433767","Varsity team","varsity team","0"
"comics character","Q128525","http://www.wikidata.org/entity/Q128525","Vartan (comics)","Vartan","1"
"entertainment genre","Q186286","http://www.wikidata.org/entity/Q186286","Vaudeville","vaudeville","2"
"sports club","Q187416","http://www.wikidata.org/entity/Q187416","VC Nesselande","VC Nesselande","1"
"Slavic traditional social gathering","Q197676","http://www.wikidata.org/entity/Q197676","Vechornytsi","Vechornytsia","1"
"agent that carries and transmits an infectious pathogen into another living organism","Q107994","http://www.wikidata.org/entity/Q107994","Disease vector","vector","0"
"female entertainers with multiple talents for singing, dancing, or acting","Q3178518","http://www.wikidata.org/entity/Q3178518","Vedette (cabaret)","vedette","2"
"soup with vegetables","Q1501244","http://www.wikidata.org/entity/Q1501244","Vegetable soup","vegetable soup","0"
"cultural practice","Q238199","http://www.wikidata.org/entity/Q238199","","veneration of the dead","0"
"biennial art exhibit in Venice, Italy","Q205751","http://www.wikidata.org/entity/Q205751","Venice Biennale","Venice Biennale","2"
"fish that have the ability to produce toxins","Q1523572","http://www.wikidata.org/entity/Q1523572","Venomous fish","venomous fish","0"
"perforated block, made of concrete or other material, used in permanent wall openings for ventilation and natural lighting of buildings","Q18472363","http://www.wikidata.org/entity/Q18472363","Cobogó","ventilation block","0"
"proposed American ESPN/Fox/TNT sports bundle","Q124467353","http://www.wikidata.org/entity/Q124467353","Venu Sports","Venu Sports","2"
"transport company in Netherlands","Q394437","http://www.wikidata.org/entity/Q394437","Veolia Transport Nederland","Veolia Transport Nederland","1"
"form of documentary theatre","Q4107374","http://www.wikidata.org/entity/Q4107374","Verbatim theatre","Verbatim theatre","0"
"Austrian law prohibiting the Nazi Party and attempting to prohibit the return of of Nazi criminals to positions of political power","Q571913","http://www.wikidata.org/entity/Q571913","Verbotsgesetz 1947","Verbotsgesetz 1947","1"
"pre-nationalisation Swiss railway company","Q678188","http://www.wikidata.org/entity/Q678188","United Swiss Railways","Vereinigte Schweizerbahnen","1"
"American broadband and telecommunications company","Q467752","http://www.wikidata.org/entity/Q467752","Verizon","Verizon Communications","2"
"company","Q52245","http://www.wikidata.org/entity/Q52245","Verkehrsbetriebe Biel/Transports publics biennois","Verkehrsbetriebe Biel/Transports publics biennois","1"
"transport company","Q679433","http://www.wikidata.org/entity/Q679433","Verkehrsbetriebe STI","Verkehrsbetriebe STI","1"
"public transport company in Zurich, Switzerland","Q682070","http://www.wikidata.org/entity/Q682070","Verkehrsbetriebe Zürich","Verkehrsbetriebe Zürich","1"
"German publishing company","Q826900","http://www.wikidata.org/entity/Q826900","Verlag Freies Geistesleben & Urachhaus","Verlag Freies Geistesleben & Urachhaus","1"
"municipality in the canton of Geneva, Switzerland","Q63922","http://www.wikidata.org/entity/Q63922","Vernier, Switzerland","Vernier","1"
"architectural structure","Q456302","http://www.wikidata.org/entity/Q456302","Vero Centre","Vero Centre","1"
"Japanese manga series","Q123663371","http://www.wikidata.org/entity/Q123663371","Versus (2022 manga)","Versus","2"
"1927 novel","Q85813035","http://www.wikidata.org/entity/Q85813035","Vestal Fire","Vestal Fire","1"
"clothing prescribed for clergy performing specific roles","Q6501052","http://www.wikidata.org/entity/Q6501052","Vestment","vestment","2"
"person who designs or assists in design of a flag; often but not always also a vexillologist","Q67221165","http://www.wikidata.org/entity/Q67221165","Vexillographer","vexillographer","0"
"association football club","Q327605","http://www.wikidata.org/entity/Q327605","VfB Helmbrechts","VfB Helmbrechts","1"
"American media conglomerate (1952–2005) - currently known as Paramount Global","Q3088127","http://www.wikidata.org/entity/Q3088127","Viacom (1952–2005)","Viacom","2"
"Indian film studio","Q7924435","http://www.wikidata.org/entity/Q7924435","Viacom18 Studios","Viacom 18 Motion Pictures","1"
"city and former municipality in the Netherlands","Q10052","http://www.wikidata.org/entity/Q10052","Vianen","Vianen","1"
"musician who plays vibraphone","Q21855974","http://www.wikidata.org/entity/Q21855974","Vibraphonist","vibraphonist","0"
"American film director, cinematographer, and producer (1889–1949)","Q62503","http://www.wikidata.org/entity/Q62503","Victor Fleming","Victor Fleming","2"
"Chilean teacher, theatre director, poet, singer-songwriter, and political activist (1932-1973)","Q125133","http://www.wikidata.org/entity/Q125133","Víctor Jara","Víctor Jara","2"
"British-born Dutch Esperantist","Q12905","http://www.wikidata.org/entity/Q12905","Victor Sadler","Victor Sadler","1"
"Swedish film director, screenwriter and actor (1879-1960)","Q55170","http://www.wikidata.org/entity/Q55170","Victor Sjöström","Victor Sjöström","2"
"film studio","Q60300","http://www.wikidata.org/entity/Q60300","Victor Studios","Victor Studios","0"
"someone clasping their own hands and shake them, usually over their head","Q16948864","http://www.wikidata.org/entity/Q16948864","Self-clasping handshake","victory clasp","0"
"type of art","Q682010","http://www.wikidata.org/entity/Q682010","Video art","video art","0"
"short sections of video","Q677466","http://www.wikidata.org/entity/Q677466","Short-form content","video clip","0"
"artist who produces art for video games","Q3191582","http://www.wikidata.org/entity/Q3191582","Video game artist","video game artist","0"
"form of video art presented via projectors, LCD or other flat panel display and wall-mounted in the same manner as traditional paintings","Q7927971","http://www.wikidata.org/entity/Q7927971","Video painting","video painting","0"
"model in hip hop music videos and performances","Q5768025","http://www.wikidata.org/entity/Q5768025","Video vixen","video vixen","2"
"Seat of legislature, Govt of Karnataka","Q283257","http://www.wikidata.org/entity/Q283257","Vidhana Soudha","Vidhana Soudha","1"
"music festival held yearly in Brittany, France","Q3070358","http://www.wikidata.org/entity/Q3070358","Vieilles Charrues Festival","Vieilles Charrues Festival","1"
"traditional Vietnamese clothing system","Q1017721","http://www.wikidata.org/entity/Q1017721","Vietnamese clothing","Vietnamese clothing","2"
"poetic and literary tradition of Vietnam","Q7928675","http://www.wikidata.org/entity/Q7928675","Vietnamese poetry","Vietnamese poetry","1"
"Renaissance district of Lyon, France","Q8399","http://www.wikidata.org/entity/Q8399","Vieux Lyon","Vieux Lyon","1"
"painting by Johan Hendrik Weissenbruch","Q474096","http://www.wikidata.org/entity/Q474096","Dekkersduin (painting)","View from Dekkersduin","2"
"Austro-Hungarian architect","Q88018","http://www.wikidata.org/entity/Q88018","Viktor Rumpelmayer","Viktor Rumpelmayer","1"
"German physiologist (1886-1957)","Q64508","http://www.wikidata.org/entity/Q64508","Viktor von Weizsäcker","Viktor von Weizsäcker","1"
"music festival","Q1408640","http://www.wikidata.org/entity/Q1408640","Vilar de Mouros Festival","Vilar de Mouros Festival","1"
"villa in Cernobbio, Italy","Q1570585","http://www.wikidata.org/entity/Q1570585","Villa d'Este (Cernobbio)","Villa d'Este","1"
"painting by Claude Lorrain","Q24066","http://www.wikidata.org/entity/Q24066","Village Fête (Claude Lorrain)","Village Fête","2"
"film studios located in Oxenford, Gold Coast, Queensland, Australia","Q7930680","http://www.wikidata.org/entity/Q7930680","Village Roadshow Studios","Village Roadshow Studios","2"
"term in England for sign at the entrance to a town or village","Q7930746","http://www.wikidata.org/entity/Q7930746","Village sign","village sign","1"
"folk sorcery popular in the Guangdong area of China and Hong Kong","Q7930821","http://www.wikidata.org/entity/Q7930821","Villain hitting","villain hitting","1"
"capital and largest city of Lithuania","Q216","http://www.wikidata.org/entity/Q216","Vilnius","Vilnius","1"
"German actor, producer, sports manager, volleyball player and coach","Q100248","http://www.wikidata.org/entity/Q100248","Vincent Lange","Vincent Lange","1"
"largest nature reserve in Sweden","Q1777304","http://www.wikidata.org/entity/Q1777304","Vindelfjällen Nature Reserve","Vindelfjällen nature reserve","1"
"drink brand by the Coca-Cola Company","Q5402225","http://www.wikidata.org/entity/Q5402225","Vio (drink)","Vio","0"
"musician who plays the violin","Q1259917","http://www.wikidata.org/entity/Q1259917","Violinist","violinist","0"
"Buddhist meditation movement (1754-)","Q17015142","http://www.wikidata.org/entity/Q17015142","Vipassana movement","Vipassana movement","2"
"mountain summit that has never been climbed","Q27963400","http://www.wikidata.org/entity/Q27963400","Virgin peaks","virgin peak","0"
"generic virtual museum","Q1225034","http://www.wikidata.org/entity/Q1225034","Virtual museum","virtual museum","0"
"American finance and film production studio","Q2527943","http://www.wikidata.org/entity/Q2527943","Virtual Studios","Virtual Studios","2"
"empty act done publicly with the intent of enhancing one's own image","Q5895486","http://www.wikidata.org/entity/Q5895486","Virtue signalling","virtue signalling","0"
"Armenian ancient religious monument","Q247939","http://www.wikidata.org/entity/Q247939","Vishapakar","vishap","1"
"Great Sage in Vedic Tradition","Q2773345","http://www.wikidata.org/entity/Q2773345","Vishvamitra","Vishvamitra","2"
"1992 documentary film by Arnold Glassman","Q24258","http://www.wikidata.org/entity/Q24258","Visions of Light","Visions of Light","0"
"painting by the Italian Renaissance painter Domenico Ghirlandaio","Q23946","http://www.wikidata.org/entity/Q23946","Visitation (Ghirlandaio)","Visitation","2"
"combination of tourist center and museum directly related to a point of interest or the local area","Q18411786","http://www.wikidata.org/entity/Q18411786","Visitor center","visitor center","0"
"river in East-Central Europe","Q548","http://www.wikidata.org/entity/Q548","Vistula","Vistula","1"
"visual representation of music in film or other art forms","Q7936612","http://www.wikidata.org/entity/Q7936612","Visual music","visual music","0"
"poetry where the text’s layout, typography, and visual arrangement enhance its meaning, blending design with literary art","Q2578278","http://www.wikidata.org/entity/Q2578278","Visual poetry","visual poetry","0"
"ancient Roman hairstyle accessory","Q131751054","http://www.wikidata.org/entity/Q131751054","Vittae","Vittae","1"
"Lechitic common law","Q928428","http://www.wikidata.org/entity/Q928428","Vlach law","Vlach law","1"
"Russian and Soviet poet (1893–1930)","Q132964","http://www.wikidata.org/entity/Q132964","Vladimir Mayakovsky","Vladimir Mayakovsky","2"
"Czech minister of labour and social affairs of the CR, vice prime minister of the Czech Republic, member of Czech Parliament (1996–2006) and prime minister of the CR","Q32777","http://www.wikidata.org/entity/Q32777","Vladimír Špidla","Vladimír Špidla","1"
"Russian artist and bandurist (1885–1953)","Q310320","http://www.wikidata.org/entity/Q310320","Vladimir Tatlin","Vladimir Tatlin","2"
"Soviet singer-songwriter and actor (1938–1980)","Q512","http://www.wikidata.org/entity/Q512","Vladimir Vysotsky","Vladimir Vysotsky","1"
"artist using their voice as an instrument","Q2643890","http://www.wikidata.org/entity/Q2643890","Vocalist","vocalist","0"
"person who provides voice-overs for a character in films, animation, video games, or in other media","Q2405480","http://www.wikidata.org/entity/Q2405480","Voice actor","voice actor","0"
"landform of ejecta from a volcanic vent piled up in a conical shape","Q1368970","http://www.wikidata.org/entity/Q1368970","Volcanic cone","volcanic cone","0"
"river in Russia; the longest river in Europe","Q626","http://www.wikidata.org/entity/Q626","Volga","Volga","1"
"German political scientist and UN Special Representative for Sudan","Q106742","http://www.wikidata.org/entity/Q106742","Volker Perthes","Volker Perthes","2"
"German historian, journalist and writer","Q99695","http://www.wikidata.org/entity/Q99695","Volker Ullrich","Volker Ullrich","1"
"a priest in Slavic religions","Q2627124","http://www.wikidata.org/entity/Q2627124","Volkhv","volkhv","1"
"South African folk dance tradition","Q7940288","http://www.wikidata.org/entity/Q7940288","Volkspele","Volkspele","1"
"Customary law practiced in the Roman provinces","Q2532166","http://www.wikidata.org/entity/Q2532166","Volksrecht","Volksrecht","1"
"Subsidiary arm of Volkswagen Group","Q557498","http://www.wikidata.org/entity/Q557498","Volkswagen do Brasil","Volkswagen do Brasil","0"
"ball used in volleyball","Q927924","http://www.wikidata.org/entity/Q927924","Volleyball (ball)","volleyball","0"
"sportsperson who plays volleyball","Q15117302","http://www.wikidata.org/entity/Q15117302","Volleyball player","volleyball player","0"
"American actor and director","Q31293","http://www.wikidata.org/entity/Q31293","Vondie Curtis-Hall","Vondie Curtis-Hall","2"
"video on demand service","Q7941587","http://www.wikidata.org/entity/Q7941587","Vongo (video on demand service)","Vongo","0"
"Russian animation studio","Q8028786","http://www.wikidata.org/entity/Q8028786","Voronezh Animation Studio","Voronezh Animation Studio","1"
"image with its structure","Q3683544","http://www.wikidata.org/entity/Q3683544","Votive column","votive column","0"
"Video streaming service","Q56291584","http://www.wikidata.org/entity/Q56291584","VRV (streaming service)","VRV","0"
"Mexican automobile company","Q104849782","http://www.wikidata.org/entity/Q104849782","VUHL","VUHL","2"
"fictional gesture of salutation from Star Trek","Q1529436","http://www.wikidata.org/entity/Q1529436","Vulcan salute","Vulcan salute","2"
"Norwegian state-owned railway operator","Q83825","http://www.wikidata.org/entity/Q83825","Vy","Vy","1"
"Indian film production house","Q7943939","http://www.wikidata.org/entity/Q7943939","Vyjayanthi Movies","Vyjayanthi Movies","2"
"embroidered shirt in Ukrainian and Belarusian national costume","Q2642372","http://www.wikidata.org/entity/Q2642372","Vyshyvanka","vyshyvanka","2"
"standard response to the As-salamu alaykum greeting","Q13566133","http://www.wikidata.org/entity/Q13566133","Wa alaykumu s-salam","wa alaykumu s-salam","2"
"Sunni Islamic revivalist and fundamentalist movement","Q163140","http://www.wikidata.org/entity/Q163140","Wahhabism","wahhabism","2"
"boat designed to create a wake for wakeboarding","Q7961012","http://www.wikidata.org/entity/Q7961012","Wakeboard boat","wakeboard boat","0"
"German photographer (1869–1937)","Q91682","http://www.wikidata.org/entity/Q91682","Waldemar Titzenthaler","Waldemar Franz Hermann Titzenthaler","1"
"Christian movement","Q201620","http://www.wikidata.org/entity/Q201620","Waldensians","Waldensians","1"
"rite of passage of some Australian Aboriginal young men","Q512559","http://www.wikidata.org/entity/Q512559","Walkabout","walkabout","1"
"contemporary art center in Minneapolis, Minnesota, United States","Q1851516","http://www.wikidata.org/entity/Q1851516","Walker Art Center","Walker Art Center","1"
"one of the main gaits of locomotion among legged animals, typically slower than running and other gaits; characterized by a 'vaulting' movement of the body over the legs, frequently described as an inverted pendulum","Q6537379","http://www.wikidata.org/entity/Q6537379","Walking","walking","0"
"moshing","Q3327992","http://www.wikidata.org/entity/Q3327992","Wall of Death (moshing)","Wall of Death","0"
"type of public drinking fountain designed by Charles-Auguste Lebourg","Q829304","http://www.wikidata.org/entity/Q829304","Wallace fountain","Wallace fountain","2"
"former municipality and village in Courtepin in the canton of Fribourg, Switzerland","Q67466","http://www.wikidata.org/entity/Q67466","Wallenried","Wallenried","1"
"version of volleyball","Q3565573","http://www.wikidata.org/entity/Q3565573","Wallyball","Wallyball","1"
"American animator and producer (1901–1966)","Q8704","http://www.wikidata.org/entity/Q8704","Walt Disney","Walt Disney","2"
"American film studio, one of the four major businesses of The Walt Disney Company","Q2216535","http://www.wikidata.org/entity/Q2216535","Walt Disney Studios (division)","Walt Disney Studios","2"
"Austrian theatre director (1901–1975)","Q78934","http://www.wikidata.org/entity/Q78934","Walter Felsenstein","Walter Felsenstein","1"
"German classical philologist (1874-1958)","Q65072","http://www.wikidata.org/entity/Q65072","Walter F. Otto","Walter Friedrich Otto","1"
"German actor (1887–1976)","Q85877","http://www.wikidata.org/entity/Q85877","Walter Janssen","Walter Janssen","1"
"American Animation Studio","Q3565810","http://www.wikidata.org/entity/Q3565810","Walter Lantz Productions","Walter Lantz Productions","2"
"German photographer and photojournalist (1906-2005)","Q91852","http://www.wikidata.org/entity/Q91852","Walter Reuter","Walter Reuter","1"
"Estonian inventor (1905–2003)","Q123906","http://www.wikidata.org/entity/Q123906","Walter Zapp","Walter Zapp","1"
"Chinese martial artist (1881–1973)","Q701786","http://www.wikidata.org/entity/Q701786","Wang Ziping","Wang Zi-Ping","2"
"2008 film directed by Timur Bekmambetov","Q4444","http://www.wikidata.org/entity/Q4444","Wanted (2008 film)","Wanted","0"
"artist who depicts some aspect of war through art","Q630349","http://www.wikidata.org/entity/Q630349","War artist","war artist","0"
"film genre depicting wars","Q369747","http://www.wikidata.org/entity/Q369747","War film","war film","0"
"memorial for the victims of a war","Q575759","http://www.wikidata.org/entity/Q575759","War memorial","war memorial","0"
"2017 novel by Marie Lu","Q85814345","http://www.wikidata.org/entity/Q85814345","Warcross","Warcross","1"
"Indian-American designer and actor","Q38160","http://www.wikidata.org/entity/Q38160","Waris Ahluwalia","Waris Ahluwalia","2"
"American film studio","Q8016302","http://www.wikidata.org/entity/Q8016302","Warner Bros. Pictures","Warner Bros. Pictures","2"
"studio complex in Leavesden, Hertfordshire, England","Q19835","http://www.wikidata.org/entity/Q19835","Warner Bros. Studios Leavesden","Warner Bros. Studios, Leavesden","1"
"American entertainment company (1967–69)","Q3298971","http://www.wikidata.org/entity/Q3298971","Warner Bros.-Seven Arts","Warner Bros.-Seven Arts","2"
"building in Warsaw","Q704482","http://www.wikidata.org/entity/Q704482","Royal Arsenal (Warsaw)","Warsaw Arsenal","1"
"broad set of economic policies commonly prescribed by institutions based in Washington D.C. such as the International Monetary Fund (IMF) and World Bank","Q948495","http://www.wikidata.org/entity/Q948495","Washington Consensus","Washington Consensus","2"
"a traditional book style of Japan","Q1072884","http://www.wikidata.org/entity/Q1072884","Wasōbon","wasōbon","1"
"German architect (1889–1972)","Q68462","http://www.wikidata.org/entity/Q68462","Wassili Luckhardt","Wassili Luckhardt","1"
"Bookkeeping book or commonplace book","Q2363145","http://www.wikidata.org/entity/Q2363145","Waste book","waste book","1"
"water management authority","Q13138621","http://www.wikidata.org/entity/Q13138621","Water board","water board","1"
"1933 novel","Q85814583","http://www.wikidata.org/entity/Q85814583","Water on the Brain","Water on the Brain","1"
"sports that take place in or on water","Q61065","http://www.wikidata.org/entity/Q61065","Aquatic sports","water sport","0"
"transportation on water surface (sea, lake, river, ...) or through water entity, using watercrafts","Q155930","http://www.wikidata.org/entity/Q155930","Maritime transport","water transport","0"
"vehicles that are intended for locomotion on or in the water","Q1229765","http://www.wikidata.org/entity/Q1229765","Watercraft","watercraft","0"
"neighbourhood in Bundaberg","Q176285","http://www.wikidata.org/entity/Q176285","Waterview, Queensland","Waterview","1"
"lightweight construction material made by weaving thin branches or slats between upright stakes to form a woven lattice","Q7974974","http://www.wikidata.org/entity/Q7974974","Wattle (construction)","wattle","0"
"hand gesture for greeting","Q1164603","http://www.wikidata.org/entity/Q1164603","Waving","wave","0"
"Japanese record label","Q772402","http://www.wikidata.org/entity/Q772402","Sega Digital Studio","Wave Master","1"
"type of surf kayak","Q3288656","http://www.wikidata.org/entity/Q3288656","Waveski","Waveski","0"
"form of Indonesian theatre","Q2001912","http://www.wikidata.org/entity/Q2001912","Wayang wong","wayang wong","1"
"Japanese manga series","Q96625315","http://www.wikidata.org/entity/Q96625315","Something's Wrong with Us","We are not ourselves today","2"
"Form of dance using weapons","Q7978056","http://www.wikidata.org/entity/Q7978056","Weapon dance","weapon dance","0"
"a film made with the medium of the Internet","Q370630","http://www.wikidata.org/entity/Q370630","Web film","web film","0"
"strong fabric woven as a flat strip or tube used instead of rope","Q2490558","http://www.wikidata.org/entity/Q2490558","Webbing","webbing","0"
"on-demand archiving service","Q1511162","http://www.wikidata.org/entity/Q1511162","WebCite","WebCite","0"
"writing profession","Q7978831","http://www.wikidata.org/entity/Q7978831","Website content writer","website content writer","0"
"professional who designs websites","Q11288554","http://www.wikidata.org/entity/Q11288554","Web designer","website designer","0"
"Sarees worn on wedding occasions","Q7979123","http://www.wikidata.org/entity/Q7979123","Wedding sari","Wedding sari","2"
"plant considered undesirable in a particular situation","Q101879","http://www.wikidata.org/entity/Q101879","Weed","weed","0"
"weed adapted to cultivated land","Q7979338","http://www.wikidata.org/entity/Q7979338","Weed of cultivation","weed of cultivation","0"
"American tabloid publication","Q498096","http://www.wikidata.org/entity/Q498096","Weekly World News","Weekly World News","2"
"publisher","Q280215","http://www.wikidata.org/entity/Q280215","Weidmannsche Buchhandlung","Weidmannsche Buchhandlung","1"
"greeting","Q13109234","http://www.wikidata.org/entity/Q13109234","Welcome","welcome","0"
"South Korean video game developer, based in Seoul","Q488510","http://www.wikidata.org/entity/Q488510","WeMade Entertainment","WeMade Entertainment","1"
"filmmaker (1917–2010)","Q441587","http://www.wikidata.org/entity/Q441587","Wendy Toye","Wendy Toye","1"
"German physicist and biologist (1924–1992)","Q108246","http://www.wikidata.org/entity/Q108246","Werner E. Reichardt","Werner E. Reichardt","1"
"German film director, producer, screenwriter, actor and opera director","Q44131","http://www.wikidata.org/entity/Q44131","Werner Herzog","Werner Herzog","2"
"German economist, sociologist, historian (1863-1941)","Q58031","http://www.wikidata.org/entity/Q58031","Werner Sombart","Werner Sombart","1"
"German artist (1929-2004)","Q67174","http://www.wikidata.org/entity/Q67174","Werner Tübke","Werner Tübke","1"
"city in Germany","Q4011","http://www.wikidata.org/entity/Q4011","Wesel","Wesel","1"
"regional genre of hip hop music that encompasses any artists or music that originated in the West Coast of the United States","Q429264","http://www.wikidata.org/entity/Q429264","West Coast hip-hop","West Coast hip-hop","2"
"transport company","Q679854","http://www.wikidata.org/entity/Q679854","West Switzerland Company","West Switzerland Company","1"
"German techno DJ","Q62410","http://www.wikidata.org/entity/Q62410","WestBam","WestBam","2"
"automobile manufacturer","Q378288","http://www.wikidata.org/entity/Q378288","Westcott (automobile)","Westcott automobile","1"
"German regional public broadcaster","Q203453","http://www.wikidata.org/entity/Q203453","Westdeutscher Rundfunk","Westdeutscher Rundfunk","1"
"literary awards made in Western Australia","Q7987535","http://www.wikidata.org/entity/Q7987535","Western Australian Premier's Book Awards","Western Australian Premier's Book Awards","1"
"comic genre","Q1057354","http://www.wikidata.org/entity/Q1057354","Western comics","western comics","2"
"monument in Gdańsk, Poland","Q825098","http://www.wikidata.org/entity/Q825098","Westerplatte Monument","Westerplatte Monument","1"
"Lombok, Indonesia","Q2375761","http://www.wikidata.org/entity/Q2375761","Wetu Telu","Wetu Telu Thoriqoh","1"
"hunting and killing of whales in the Faroe Islands","Q658778","http://www.wikidata.org/entity/Q658778","Whaling in the Faroe Islands","whaling in the Faroe Islands","1"
"film production company","Q7774371","http://www.wikidata.org/entity/Q7774371","Wharton Studio","Wharton Studio","0"
"building in Egypt","Q477282","http://www.wikidata.org/entity/Q477282","White Chapel","White Chapel","1"
"ancient to modern cultural practice","Q123027562","http://www.wikidata.org/entity/Q123027562","White clothing in Korea","White clothing in Korea","1"
"type of vinyl record labeling","Q2141316","http://www.wikidata.org/entity/Q2141316","White label record","white label record","0"
"several species of demersal fish with fins","Q633379","http://www.wikidata.org/entity/Q633379","Whitefish (fisheries term)","whitefish","0"
"river classification with high sediment levels and neutral pH","Q2557367","http://www.wikidata.org/entity/Q2557367","Whitewater river (river type)","whitewater river","0"
"American actress, comedian, author and television personality","Q49001","http://www.wikidata.org/entity/Q49001","Whoopi Goldberg","Whoopi Goldberg","2"
"modern syncretic pagan religion","Q59774","http://www.wikidata.org/entity/Q59774","Wicca","Wicca","2"
"municipality in the Oberbergischer Kreis, in Northrhine-Westfalia, Germany","Q11043","http://www.wikidata.org/entity/Q11043","Wiehl","Wiehl","1"
"sports club in Austria","Q581990","http://www.wikidata.org/entity/Q581990","Wiener AC","Wiener AC","1"
"3-D image display method","Q7999615","http://www.wikidata.org/entity/Q7999615","Wiggle stereoscopy","wiggle stereoscopy","0"
"Wikipedia's 2008/2009 licensing update","Q11190679","http://www.wikidata.org/entity/Q11190679","Wikipedia:Licensing update","Wikimedia licensing update","0"
"Wikimedia procedural policy","Q4656150","http://www.wikidata.org/entity/Q4656150","Wikipedia:Policies and guidelines","Wikimedia project policies and guidelines","0"
"Wikimedia guideline page about non-free content","Q4657739","http://www.wikidata.org/entity/Q4657739","Wikipedia:Non-free content","Wikipedia:Non-free content","0"
"Wikipedia policy on verifiability of information","Q79951","http://www.wikidata.org/entity/Q79951","Wikipedia:Verifiability","Wikipedia:Verifiability","0"
"non-domesticated individual animal or animal species","Q16390140","http://www.wikidata.org/entity/Q16390140","Wild animal","wild animal","0"
"occupation","Q8001342","http://www.wikidata.org/entity/Q8001342","Wildlife biologist","wildlife biologist","0"
"environment created by a gardener that serves as a sustainable haven for surrounding wildlife","Q735035","http://www.wikidata.org/entity/Q735035","Wildlife garden","wildlife garden","0"
"Baltic German chemist (1853–1932)","Q12658","http://www.wikidata.org/entity/Q12658","Wilhelm Ostwald","Wilhelm Ostwald","1"
"German-French botanist (1808-1880)","Q63251","http://www.wikidata.org/entity/Q63251","Wilhelm Philippe Schimper","Wilhelm Philippe Schimper","1"
"German Holocaust denier (1916-2006)","Q99067","http://www.wikidata.org/entity/Q99067","Wilhelm Stäglich","Wilhelm Stäglich","1"
"German general (1834-1911)","Q109291","http://www.wikidata.org/entity/Q109291","Wilhelm von Scherff","Wilhelm von Scherff","1"
"American video game designer and entrepreneur","Q309493","http://www.wikidata.org/entity/Q309493","Will Wright (game designer)","Will Wright","2"
"Dutch painter (1904–1997)","Q132305","http://www.wikidata.org/entity/Q132305","Willem de Kooning","Willem de Kooning","2"
"Scottish poet, author, translator (1924–2006)","Q12795","http://www.wikidata.org/entity/Q12795","William Auld","William Auld","2"
"American psychiatrist (1904–1993)","Q107697","http://www.wikidata.org/entity/Q107697","William Guglielmo Niederland","William Guglielmo Niederland","1"
"British politician (born 1961)","Q58282","http://www.wikidata.org/entity/Q58282","William Hague","William Hague","2"
"American political scientist","Q32678","http://www.wikidata.org/entity/Q32678","William Taubman","William Taubman","1"
"German alpine skier and entrepreneur","Q43754","http://www.wikidata.org/entity/Q43754","Willy Bogner Jr.","Willy Bogner","2"
"German-Spanish cinematographer (1898–1961)","Q92389","http://www.wikidata.org/entity/Q92389","Willy Goldberger","Willy Goldberger","2"
"machine that converts the energy of wind into rotational energy","Q38720","http://www.wikidata.org/entity/Q38720","Windmill","windmill","2"
"recording studio currently located in a three-storey building at 20 Ringsend Road in Dublin, Ireland","Q471201","http://www.wikidata.org/entity/Q471201","Windmill Lane Studios","Windmill Lane Studios","2"
"opening to admit light or air","Q35473","http://www.wikidata.org/entity/Q35473","Window","window","0"
"sportsperson taking part in windsurfing competitions","Q13382487","http://www.wikidata.org/entity/Q13382487","Windsurfer","windsurfer","0"
"political extremist","Q8025244","http://www.wikidata.org/entity/Q8025244","Wingnut (politics)","wingnut","0"
"eye movement","Q1194966","http://www.wikidata.org/entity/Q1194966","Wink","wink","0"
"sport mainly practiced during the wintertime, often on snow or ice","Q204686","http://www.wikidata.org/entity/Q204686","Winter sports","winter sport","0"
"stream or river that is dry through the summer months","Q8026426","http://www.wikidata.org/entity/Q8026426","Winterbourne (stream)","winterbourne","0"
"Surinamese religion","Q2765545","http://www.wikidata.org/entity/Q2765545","Winti","Winti","1"
"German weekly business news magazine","Q540072","http://www.wikidata.org/entity/Q540072","Wirtschaftswoche","Wirtschaftswoche","1"
